"","Estimate","Std. Error","t value","Pr(>|t|)","var"
"dist_ec29_baseline_below15",-3.05934053553929,4.53600465958563,-0.674457097188866,0.500050804801384,"% Change in the Share of Pop with Access to Garbage Collection 
 1991-2000"
"dist_ec29_baseline_above:dist_ec29_baseline15",4.74017449826018,5.41657530614996,0.875123898467396,0.381547006813884,"% Change in the Share of Pop with Access to Garbage Collection 
 1991-2000"
"dist_ec29_baseline:dist_ec29_baseline_below15",72.564597392229,48.1196076735975,1.50800475939965,0.131614198882408,"% Change in the Share of Pop with Access to Garbage Collection 
 1991-2000"
"(Intercept)17",0.0237890661675636,0.0131469024506118,1.80948069379312,0.0704341522784292,"% Change in the Share of Pop with Access to Eletricity 
 1991-2000"
"dist_ec29_baseline_below17",-0.464361846029782,0.60628437031506,-0.765914261963365,0.443762130137594,"% Change in the Share of Pop with Access to Eletricity 
 1991-2000"
"dist_ec29_baseline_above:dist_ec29_baseline17",1.40104272343602,1.49131771191044,0.939466293631842,0.347535084576266,"% Change in the Share of Pop with Access to Eletricity 
 1991-2000"
"dist_ec29_baseline:dist_ec29_baseline_below17",-3.94195770572305,5.14021663135127,-0.766885520287259,0.443184445204362,"% Change in the Share of Pop with Access to Eletricity 
 1991-2000"
"(Intercept)19",-0.0221055537416578,0.128416399397121,-0.172139647626294,0.863334496972637,"% Change in the Share of Pop with Access to Adequate Water and Sewage 
 1991-2000"
"dist_ec29_baseline_below19",1.24046880295445,7.26540104235482,0.170736452911951,0.864437695116894,"% Change in the Share of Pop with Access to Adequate Water and Sewage 
 1991-2000"
"dist_ec29_baseline_above:dist_ec29_baseline19",-13.1224542587476,5.0617933875746,-2.59245157871513,0.00955635136233698,"% Change in the Share of Pop with Access to Adequate Water and Sewage 
 1991-2000"
"dist_ec29_baseline:dist_ec29_baseline_below19",7.23480187801856,70.8268584289451,0.102147716819554,0.91864339714645,"% Change in the Share of Pop with Access to Adequate Water and Sewage 
 1991-2000"
"(Intercept)21",0.00375271683156464,0.00301966915405744,1.24275761353598,0.214013888711635,"% Change in HDI 
 1991-2000"
"dist_ec29_baseline_below21",-0.151183991355715,0.15591850852678,-0.969634668675324,0.332274275915852,"% Change in HDI 
 1991-2000"
"dist_ec29_baseline_above:dist_ec29_baseline21",0.128432133965889,0.231033388655557,0.555902913917633,0.578301436426281,"% Change in HDI 
 1991-2000"
"dist_ec29_baseline:dist_ec29_baseline_below21",0.513641157608082,1.47626597502172,0.347932666808583,0.727905007529444,"% Change in HDI 
 1991-2000"
"(Intercept)22",0.0670473954359452,0.0425610507151808,1.57532284352253,0.115259665315405,"% Change in Healh and Sanitation Spending per capita (FINBRA) 
 1998-2000"
"dist_ec29_baseline_below22",-5.9768459835426,2.73687655693286,-2.18382008074222,0.0290323731216429,"% Change in Healh and Sanitation Spending per capita (FINBRA) 
 1998-2000"
"dist_ec29_baseline_above:dist_ec29_baseline22",0.708980299478146,1.36806999427254,0.518233937186188,0.604323229341437,"% Change in Healh and Sanitation Spending per capita (FINBRA) 
 1998-2000"
"dist_ec29_baseline:dist_ec29_baseline_below22",49.0464933872095,31.2869612678124,1.5676336531176,0.117044392498701,"% Change in Healh and Sanitation Spending per capita (FINBRA) 
 1998-2000"
